Geneid	dmso_24h_n_1	dmso_24h_n_2	dmso_24h_n_3	thapsigargin_6h_n_1	thapsigargin_6h_n_2	thapsigargin_6h_n_3	thapsigargin_24h_n_1	thapsigargin_24h_n_2	thapsigargin_24h_n_3
Olfr262	0	0	0	0	4	31	0	0	0
Olfr235	0	0	0	0	2	0	0	0	0
Olfr1434	0	0	0	0	3	0	1	0	0
Olfr1436	0	0	0	0	2	0	0	0	0
Olfr1437	0	0	0	0	1	0	0	0	0
Olfr1440	0	0	0	0	3	0	0	0	0
Olfr1441	0	0	0	0	8	0	0	0	0
Pfpl	1	0	0	6	30	0	2	0	0
Mpeg1	4	1	1	6	9	28	4	0	1
Dtx4	163	156	194	322	132	151	527	493	554
Fam111a	3693	2935	3107	4296	1223	2740	2823	2156	3209
A330040F15Rik	3	2	2	25	23	18	13	8	12
Gm4952	0	8	6	4	8	0	0	0	6
Glyat	6	8	5	8	2	0	7	10	23
Olfr1442	0	0	0	0	2	0	0	0	0
Olfr1443	0	2	1	0	10	29	0	0	0
Keg1	0	0	0	2	16	14	1	0	0
Zfp91Cntf	0	0	0	0	0	0	0	0	0
Cntf	79	46	41	57	10	87	80	5	30
Zfp91	10365	10692	9954	9870	3062	5566	8684	6999	8884
Lpxn	16	17	34	26	24	14	38	11	43
Olfr1444	0	0	0	0	2	14	0	0	1
Olfr1445	0	0	0	0	3	0	0	0	0
Olfr1446	0	0	0	0	0	0	0	0	0
Olfr1447	0	0	0	0	0	0	0	0	0
Olfr1448	1	0	0	0	4	0	0	0	0
Olfr1449	0	0	0	2	1	8	0	0	0
Olfr1450	0	0	0	0	1	3	3	0	0
Olfr1451	0	0	0	0	1	0	0	0	1
Olfr1453	3	0	0	0	0	0	0	0	0
Olfr1454	0	0	0	0	3	0	0	0	0
Olfr1457	0	0	0	0	4	0	0	0	0
Olfr1459	0	0	0	0	1	0	0	0	0
Olfr1461	0	1	0	0	0	0	0	0	0
Olfr1462	0	0	0	0	5	11	0	0	0
Olfr1463	0	0	0	0	0	0	0	0	0
Olfr1465	0	0	1	0	1	4	0	0	0
Olfr1466	0	0	0	0	1	0	0	0	0
Olfr1467	0	0	0	0	0	0	0	0	0
Olfr1469	0	0	0	0	0	0	0	0	0
Olfr1471	0	0	0	0	0	0	0	0	0
Olfr1472	0	0	0	0	1	0	0	0	0
Olfr1474	0	0	0	4	3	0	0	0	1
Olfr1475	0	0	0	0	0	0	0	0	0
Olfr1477	0	0	0	0	2	0	0	0	0
Olfr1480	0	0	0	0	0	0	0	0	0
Olfr1484	0	0	0	0	0	24	0	0	0
Olfr1487	0	0	1	0	1	0	0	0	0
Olfr1489	0	0	0	0	2	0	0	0	0
Olfr1490	0	0	0	0	6	0	0	0	0
Olfr1491	0	0	0	0	6	0	0	0	0
Olfr1494	6	0	0	0	3	0	2	0	0
Olfr1495	0	0	0	0	6	0	0	0	0
Olfr1496	0	0	0	0	2	0	0	0	0
Olfr1497	0	0	3	0	1	0	0	0	0
Olfr1499	0	0	0	0	1	0	0	0	0
Olfr1500	0	0	0	0	2	0	0	0	0
Olfr1501	0	0	0	0	1	0	0	0	0
Olfr1502	0	0	0	0	3	8	0	0	0
Olfr1504	0	0	0	0	3	14	0	0	0
Olfr1505	0	0	0	0	1	1	0	5	0
Rnu6	0	0	0	0	0	0	2	0	0
Tle4	1994	1927	2100	2030	783	1196	1936	1624	2067
Psat1	6895	7098	6040	21281	8034	13274	17454	14640	16953
Cep78	1386	1066	1217	1231	491	690	1422	992	1182
C130060C02Rik	134	89	86	65	13	40	100	70	79
Gnaq	8635	8494	8274	7766	2597	4208	6910	5293	6687
E030024N20Rik	241	85	149	121	81	139	116	82	93
Mir496b	0	0	0	0	0	0	0	0	0
Gna14	2	9	9	11	42	15	28	4	13
Vps13a	9092	7095	8313	7357	2646	4116	6300	4757	5041
Foxb2	0	0	0	0	25	0	13	0	0
Prune2	14627	14294	14336	11456	4325	7694	16073	13437	14820
Gcnt1	2706	2955	2229	2223	760	1243	2254	1846	1878
Rfk	6647	6842	6269	5740	2154	3779	6989	5823	7597
Pcsk5	10	15	12	18	146	21	24	14	12
Ostf1	386	425	332	295	150	167	516	385	597
Nmrk1	160	101	78	85	50	86	233	127	170
2410127L17Rik	530	469	492	540	204	264	664	544	686
D030056L22Rik	958	924	936	1123	289	673	970	826	1030
Trpm6	4	3	5	17	58	25	28	15	9
Rorb	249	378	375	340	151	267	128	151	237
Anxa1	0	15	1	2	8	57	0	9	3
1500015L24Rik	0	0	0	0	3	20	0	0	0
E030003E18Rik	0	0	0	7	3	4	0	0	0
C730002L08Rik	0	1	0	4	10	18	5	0	0
Aldh1a1	2	9	3	6	25	0	21	0	9
Aldh1a7	4	2	5	2	9	22	5	0	0
Tmc1	6	4	3	6	22	9	25	0	0
4930554I06Rik	0	0	0	4	12	0	7	0	0
Zfand5	4428	3980	4136	4749	1725	2516	6133	5088	5484
Gda	7	15	22	11	28	15	28	8	16
1110059E24Rik	801	922	800	762	276	432	843	782	1011
Abhd17b	1858	1708	1870	1669	578	1083	1768	1446	2048
Tmem2	3544	3759	3913	1950	832	1155	2355	1848	2332
Trpm3	35	71	79	63	94	83	65	57	61
Mir204	0	0	0	0	1	0	0	0	0
Klf9	2501	2542	2923	3781	1283	2415	3148	3063	3778
Mir1192	23	6	6	15	4	0	9	11	6
Smc5	4925	3178	4495	5511	1820	2704	5186	4155	4698
Mamdc2	59	53	40	149	99	81	2138	1562	2207
1700028P14Rik	5	15	18	3	6	0	3	6	7
Ptar1	1294	1054	1105	1085	382	522	1286	990	1201
Apba1	4485	4441	4143	3368	1312	2118	4003	3208	3477
Fam189a2	49	58	51	47	73	17	99	74	111
Tjp2	2038	1905	2006	1951	756	1042	1429	1346	1600
Fxn	383	520	487	393	155	220	450	318	439
Pip5k1b	3970	3959	3317	3501	1177	2062	3548	2762	3196
Fam122a	2717	2659	2376	2471	860	1551	2241	1695	2275
Tmem252	23	26	41	22	19	10	0	0	8
Pgm5	10	1	0	3	72	42	11	0	0
Foxd4	0	1	0	6	45	23	4	0	2
Cbwd1	909	828	699	740	378	481	943	723	992
Snora19	0	0	0	0	0	0	0	0	0
Gm38437	0	0	0	0	0	0	0	0	0
Mir3084-1	0	0	0	0	0	0	0	0	0
Dock8	335	262	276	139	216	192	196	119	172
Kank1	872	809	792	816	382	469	979	828	980
Dmrt1	0	1	2	24	47	18	4	18	21
Dmrt3	0	0	2	2	17	0	15	0	1
2610016A17Rik	0	1	2	0	15	12	8	3	0
Dmrt2	14	4	1	11	32	15	1	5	6
Smarca2	6820	6239	6516	8439	2898	4696	6118	5262	5561
4931403E22Rik	5	3	3	0	14	17	5	0	2
Gm815	0	0	0	3	12	0	5	0	0
Vldlr	5929	5404	5988	12048	4244	7629	12101	9507	11159
Kcnv2	0	1	5	10	17	35	3	4	3
D19Bwg1357e	825	941	868	1171	426	846	1617	1383	1829
C030016D13Rik	48	22	62	33	25	14	109	46	77
Rfx3	3853	3087	3444	3578	1116	2105	3374	2432	2598
Glis3	7378	7291	7955	8010	2918	4919	8737	7428	8931
D930032P07Rik	13	6	2	0	24	22	4	14	9
Slc1a1	125	139	113	160	84	73	142	167	118
4430402I18Rik	62	75	64	48	49	19	114	51	85
Ppapdc2	1976	1791	1612	2029	631	1128	2620	1903	2611
Cdc37l1	4962	3463	4607	4333	1394	2103	4741	3423	3748
Ak3	1433	1401	1328	892	330	548	1566	1189	1604
1700018L02Rik	22	32	38	10	26	12	30	31	35
Gm9895	29	15	25	0	14	0	49	31	12
Rcl1	419	521	518	623	274	482	955	786	1089
Mir101b	0	0	0	0	0	0	0	0	0
Jak2	3107	2664	2983	3127	1006	1877	3281	3031	3620
Insl6	64	40	60	36	30	41	39	30	62
Rln1	0	1	0	0	9	0	0	0	4
Plgrkt	683	559	579	597	231	383	1080	772	963
Cd274	360	311	365	456	156	265	701	640	706
Pdcd1lg2	0	3	0	0	22	14	11	6	3
A930007I19Rik	93	59	110	90	42	19	140	76	67
Ric1	3576	3255	3679	3801	1302	2295	4327	3216	4010
Ermp1	2676	3019	2829	1895	668	1129	2264	1798	2296
Mlana	16	0	1	5	7	0	15	0	5
9930021J03Rik	5500	4508	5049	4545	1642	2778	4661	3774	4408
Ranbp6	2523	1927	2119	1952	621	1111	1714	1629	1805
Il33	19	36	37	40	25	41	29	23	19
Trpd52l3	0	2	1	0	2	20	0	0	0
Uhrf2	2521	1992	2528	2883	939	1795	2892	2357	2706
Gldc	10	5	7	9	95	74	24	15	13
Mbl2	2	3	0	0	12	14	1	0	1
Ppp1r2-ps3	0	4	0	1	3	0	1	2	1
Dkk1	3	0	2	0	30	13	3	6	0
Prkg1	204	198	183	236	115	171	645	514	636
Gm6642	0	0	2	0	3	0	8	0	1
Cstf2t	3293	3226	2944	3010	1107	1817	3118	2799	3565
8430431K14Rik	12	4	5	12	8	0	21	19	1
A1cf	65	96	95	49	36	37	34	0	28
Asah2	2627	2462	2644	1714	660	1302	1909	1440	1886
Sgms1	1110	989	1115	1357	475	711	1646	1424	1661
2700046G09Rik	491	392	343	310	123	246	399	345	384
Minpp1	1291	1425	1227	727	275	535	1149	1163	1339
Papss2	58372	56355	49965	38963	13323	21111	32288	23996	28945
Atad1	8580	8178	8240	8207	2773	5067	9317	7234	9459
Pten	22665	20285	22666	16587	5437	9742	15107	11667	14602
Rnls	81	151	110	76	36	62	146	149	124
Lipo1	47	48	27	26	15	50	43	42	42
Lipf	0	0	1	0	9	0	0	0	0
Lipk	0	0	3	0	11	0	0	0	0
Lipn	0	0	0	4	15	12	0	4	5
Lipm	0	0	0	0	6	0	2	0	0
Ankrd22	0	2	0	0	7	1	0	0	0
Stambpl1	0	0	1	8	20	76	11	0	2
Acta2	7	1	0	0	28	32	4	0	3
Fas	0	0	0	1	4	9	1	0	4
Ch25h	0	0	1	3	13	31	1	0	15
Lipa	1325	1563	1526	796	316	639	1193	1176	1466
Ifit2	1024	961	988	731	268	444	710	661	849
Ifit3	27	55	68	24	23	56	48	70	41
Ifit1bl1	43	83	65	39	44	17	42	41	33
Ifit3b	24	20	34	36	16	46	24	23	29
Ifit1bl2	69	43	35	31	20	7	19	36	17
Ifit1	110	152	116	44	42	31	118	91	175
Slc16a12	10416	9866	9030	5206	2080	3442	6299	4415	5455
Pank1	1093	1053	1127	766	355	420	883	545	834
Mir107	0	0	0	0	0	0	0	0	0
Kif20b	4778	3231	3736	3749	1125	1946	3094	2236	2770
Htr7	0	3	2	3	24	0	5	0	0
Rpp30	783	596	636	823	304	496	1097	903	1021
Ankrd1	0	0	0	4	12	53	7	0	0
Pcgf5	909	1123	1009	1236	402	789	1038	1083	1192
Hectd2	154	136	250	112	97	157	181	149	224
1500017E21Rik	13	6	5	8	15	0	1	0	1
Ppp1r3c	46	50	69	57	46	30	64	64	74
Tnks2	13633	12687	13856	13084	4246	6795	13547	10631	13766
Fgfbp3	124	139	141	117	71	56	213	173	166
Btaf1	5238	4006	4293	7057	2001	3413	7198	5259	5949
Cpeb3	2428	2277	2114	3060	1008	1250	2351	1892	2007
A330032B11Rik	8	7	11	15	9	18	5	0	3
March5	4217	3775	4160	6840	2130	3827	5295	4196	5396
4931408D14Rik	45	69	49	53	57	43	52	12	28
Ide	6907	6290	6176	6625	2308	3726	9365	7631	9453
Kif11	8976	7038	7300	8384	2413	4412	4648	3717	4140
Hhex	9	0	5	0	29	0	3	0	0
1700122C19Rik	0	0	0	5	7	2	1	0	0
Exoc6	1339	1225	1033	1167	409	913	1343	1181	1423
Cyp26c1	0	4	2	0	52	8	18	0	0
Cyp26a1	4	1	6	4	15	18	10	0	1
Myof	17	4	27	32	85	55	71	51	50
Cep55	1070	716	890	587	205	378	463	318	399
Ffar4	70	68	60	50	44	1	33	23	47
Rbp4	185	251	293	87	76	126	50	56	38
Pde6c	3	15	13	3	21	30	11	9	2
Fra10ac1	748	615	708	495	184	273	582	451	582
Lgi1	4031	3723	4054	1904	818	1612	899	777	1000
Slc35g1	3646	3684	3558	2837	756	1583	2061	1767	2119
Plce1	0	8	4	13	102	48	42	70	77
Noc3l	826	803	802	1587	526	779	1859	1635	1975
Tbc1d12	758	563	661	881	273	540	1044	865	1108
Hells	6266	4722	5455	7496	2120	4119	6129	4737	5744
Cyp2c55	0	0	0	13	3	19	38	14	7
Cyp2c65	8	1	6	0	9	0	7	4	6
Cyp2c66	0	0	0	0	7	0	0	0	0
Cyp2c53-ps	0	0	0	0	5	26	3	0	0
Cyp2c29	0	0	0	8	4	5	0	0	0
Cyp2c38	0	1	0	0	4	11	0	0	0
Cyp2c39	7	0	4	0	2	0	0	0	0
Cyp2c67	0	0	0	0	6	0	0	0	1
Cyp2c68	0	0	0	0	4	0	2	0	1
Cyp2c40	0	1	0	0	4	0	0	0	0
Cyp2c69	0	1	2	1	7	0	0	0	0
Cyp2c37	0	0	0	0	5	0	0	0	0
Cyp2c54	0	0	0	0	13	5	0	0	1
Cyp2c50	0	0	0	0	0	0	3	0	0
Cyp2c70	0	0	0	0	3	1	0	0	0
Pdlim1	2	4	1	3	20	0	8	3	13
Sorbs1	1476	1223	1306	1697	620	777	1395	1190	1424
Aldh18a1	3076	3098	2921	9011	3061	5153	8894	7858	8678
Tctn3	1070	786	958	1031	317	594	1209	685	1016
Entpd1	45	30	11	15	35	38	19	7	6
Ccnj	358	307	373	199	162	157	396	352	401
E030044B06Rik	0	0	0	0	1	0	0	0	0
Mir8092	0	0	0	0	0	0	0	0	0
Zfp518a	2340	2045	2278	2209	693	745	2711	2375	2595
Blnk	7213	7036	6894	5352	1818	3163	3980	2895	4449
Dntt	0	4	7	0	35	10	10	8	3
Opalin	0	0	2	0	16	15	0	0	2
Tll2	9	3	12	11	93	16	16	20	8
Tm9sf3	19175	17972	18147	15019	5550	9114	20875	17852	21404
Pik3ap1	9	11	6	27	68	31	8	6	6
Lcor	1610	1362	1515	1347	464	639	1475	1071	1295
Mir8091	31	41	45	36	15	24	47	21	53
Slit1	22677	21644	21509	15339	5851	10557	19405	13931	15433
Gm19424	40	9	19	16	30	16	18	0	4
Arhgap19	2118	2292	2309	1818	720	1173	1317	989	1205
Frat1	266	267	294	283	142	185	271	296	276
Frat2	209	205	239	247	128	198	175	114	222
Rrp12	927	826	831	1513	579	726	1864	1608	1824
Pgam1	6431	6874	6282	2359	1026	1821	2624	2399	3128
Exosc1	925	821	834	1153	346	689	1144	825	1095
Zdhhc16	2341	2273	2182	2119	641	1123	2221	1648	2105
Mms19	2450	1716	2131	2332	718	1502	2370	1729	2061
Ubtd1	123	193	167	163	109	165	198	166	199
Ankrd2	5	22	16	5	28	4	6	1	3
Hoga1	73	65	60	30	32	67	58	43	67
4933411K16Rik	22	14	14	10	13	18	30	3	12
Morn4	937	1042	1066	752	295	562	1154	865	1374
Pi4k2a	2683	2664	2461	3351	1204	2453	3488	3117	3689
Avpi1	77	106	81	198	80	174	262	284	337
Marveld1	376	392	398	277	165	161	572	437	513
Zfyve27	2122	1951	2081	2221	754	1290	2543	2029	2450
Sfrp5	8	26	16	4	48	57	7	0	5
Golga7b	688	960	874	467	274	441	798	727	809
Mir3085	0	0	3	0	5	20	0	0	1
Crtac1	2717	3666	3800	1294	713	1206	732	617	949
R3hcc1l	920	880	946	737	291	496	765	633	740
Loxl4	8	10	13	19	107	55	43	9	45
Pyroxd2	148	99	250	158	129	244	292	112	203
Hps1	588	662	643	595	261	380	846	638	803
Hpse2	1	0	5	8	39	0	0	0	0
Cnnm1	1584	1367	1292	1203	461	367	1140	803	970
Got1	2086	2291	2095	3136	1319	2283	4357	3677	4525
Nkx2-3	0	0	2	2	32	17	3	0	2
Slc25a28	923	740	862	1268	372	880	1167	1008	1084
BC037704	197	165	160	187	94	145	181	205	184
Entpd7	4962	4398	4508	3274	1191	1915	4028	3212	3748
Cox15	1893	2119	1858	1569	659	962	2256	1715	2217
Cutc	172	196	213	185	86	117	199	225	183
Abcc2	39	28	22	11	68	79	45	21	14
Gm10768	6	14	2	4	20	63	9	11	9
Dnmbp	1116	1099	999	1120	488	699	1206	1009	1106
Cpn1	3487	3348	2840	2776	998	1629	3366	2550	3308
Cyp2c44	4	0	1	0	19	58	10	11	3
Erlin1	1990	1955	1641	3322	1021	1558	5044	4384	4977
Chuk	4789	3434	3919	5582	1576	3119	5684	4470	4961
Cwf19l1	910	771	776	1092	345	774	1054	848	996
Bloc1s2	486	415	356	467	219	272	683	549	638
Pkd2l1	11	14	36	21	71	24	14	0	11
Scd3	364	372	332	241	135	249	2001	1651	2455
Scd2	103093	107681	111181	126617	44569	80435	85590	66641	85379
Mir5114	0	0	0	0	0	0	0	0	0
Scd4	26	16	24	26	32	14	16	13	9
Scd1	11767	11299	12505	16022	5715	10935	11016	7714	10774
Wnt8b	1	5	4	9	32	14	9	0	1
Sec31b	82	14	54	34	97	107	80	8	51
Ndufb8	4712	5710	4565	2707	997	1929	2845	2715	3230
Hif1an	3970	3606	3786	3779	1330	2012	3622	3212	3554
Pax2	1394	1184	1241	994	374	628	1384	918	1006
Mir6405	2	2	8	0	4	0	9	0	3
1700039E22Rik	8	2	7	0	12	0	5	10	2
Fam178a	11704	8626	10071	12354	3338	6591	10912	8332	9767
4930414N06Rik	0	0	0	0	1	0	2	0	2
Sema4g	228	178	291	108	108	99	168	97	105
Mrpl43	938	1107	1004	795	315	605	961	816	1022
Peo1	546	570	621	899	283	517	1151	971	1040
Lzts2	576	663	672	770	346	557	840	748	1032
Pdzd7	141	89	157	272	176	168	580	451	393
Sfxn3	854	709	827	701	298	450	984	703	884
Kazald1	135	182	149	96	54	74	137	116	125
Tlx1	0	0	1	0	63	41	16	0	0
Lbx1	32	26	36	18	58	0	13	8	31
Btrc	2332	2235	2353	2356	895	1502	2294	1868	2094
Poll	649	618	623	542	182	328	681	436	686
Dpcd	521	620	613	515	196	314	476	441	601
Fbxw4	379	589	529	648	237	364	710	604	745
4933429K18Rik	0	0	1	2	12	0	0	7	0
Fgf8	1	1	0	9	39	0	4	0	0
Npm3	547	536	405	481	160	315	596	398	682
Mgea5	9384	7975	8792	13042	4051	6936	11304	9827	11299
Kcnip2	30	31	34	52	74	22	39	22	25
9130011E15Rik	1063	1114	1100	1351	515	811	1508	1184	1408
Hps6	358	467	431	375	192	290	384	376	384
Ldb1	2705	2441	2912	2348	776	1846	2417	2010	2441
Pprc1	1672	1305	1656	2463	791	1536	2987	2759	3048
Nolc1	3261	3036	3011	4396	1440	2305	4669	4359	5066
Elovl3	12	4	3	18	32	29	12	34	28
Pitx3	2	3	0	2	45	8	14	0	3
Gbf1	11941	10470	10334	12462	3968	7575	12704	10140	11154
Nfkb2	840	685	684	1763	638	1047	1531	1299	1567
Psd	5534	4411	5073	3798	1431	2276	4119	2960	3462
Fbxl15	648	592	452	480	208	277	480	337	438
Cuedc2	1897	2057	1846	1001	473	932	1605	1299	1743
Mir146b	6	5	6	6	5	0	5	0	0
2310034G01Rik	86	113	110	55	25	59	56	59	81
Tmem180	1117	1002	1058	622	285	434	766	543	767
Actr1a	5217	5977	5437	4458	1635	3100	4474	3860	5027
Sufu	1187	1134	1156	934	434	819	1119	827	1239
Trim8	2997	2975	2736	2507	1011	1920	2946	2440	3151
Arl3	1679	2261	1934	1351	486	1283	1183	1025	1388
Sfxn2	566	560	493	624	202	320	617	416	447
Wbp1l	2197	2426	2294	1390	631	1033	2183	1692	2284
Cyp17a1	0	2	13	0	17	41	15	7	11
2010012O05Rik	688	732	692	545	227	424	646	540	651
As3mt	2020	1925	1804	1687	605	1167	2095	1492	2108
Cnnm2	2792	2740	2577	2318	734	1701	3047	2565	3122
Nt5c2	4924	4287	4243	5561	1769	3335	4792	3531	4600
Ina	3582	3800	3336	3463	1229	1992	3835	3375	3857
Pcgf6	1170	826	976	1064	344	641	1336	977	1074
Taf5	943	829	805	970	312	702	803	708	872
Usmg5	1527	1915	1493	654	325	701	704	842	965
Pdcd11	2344	1992	2231	2103	882	1327	2831	2376	2630
Calhm2	76	71	100	43	69	112	46	25	94
Calhm1	0	2	1	2	19	23	1	0	0
Neurl1a	2160	2335	2184	2072	773	1461	2231	1827	2261
Sh3pxd2a	6847	8091	7845	5009	2012	2944	6298	4879	5412
Mir6995	0	0	2	0	0	32	0	0	0
Obfc1	1095	1060	972	1034	292	426	1109	873	1071
Gm19557	0	3	3	0	36	17	5	0	0
Slk	7080	5554	6883	7265	2226	3780	7332	5937	7367
Col17a1	16	8	27	10	143	86	27	23	13
Sfr1	5841	5811	5166	5407	1849	3248	4979	4888	5723
Cfap43	7	11	9	25	62	31	24	5	13
Mir8090	0	0	0	0	2	0	0	0	0
Gsto1	150	107	75	76	45	134	214	218	282
Gsto2	14	20	14	20	33	34	25	21	21
Itprip	153	195	192	303	181	324	296	291	288
Cfap58	4	4	2	6	41	56	15	13	6
Sorcs3	22	17	14	21	98	26	15	3	9
Sorcs1	0	8	15	7	30	52	7	9	7
Ins1	135459	183641	127961	41685	19180	32039	16289	16595	20002
AA387883	26	13	23	5	19	40	8	8	8
Xpnpep1	3448	3721	3395	2518	991	1400	2774	2210	2960
Mir6407	0	4	8	4	4	0	10	5	0
1700054A03Rik	0	2	6	8	12	6	11	1	1
Add3	7417	6759	7066	7111	2223	3975	3793	2917	3992
1700001K23Rik	0	1	0	0	2	26	0	0	0
Mxi1	1519	1499	1650	1152	481	802	795	771	939
Smndc1	2510	2732	2543	3543	1227	2154	3261	3204	3631
5830416P10Rik	66	38	47	88	80	63	68	56	34
Dusp5	2698	2551	2575	2721	848	1344	1862	1359	1793
Smc3	7391	6159	7237	7277	2467	3835	6181	4969	6532
Rbm20	821	607	758	709	343	410	343	258	319
Pdcd4	8615	7935	8576	8406	2675	4860	4414	3834	4933
Bbip1	1976	1664	1622	1291	562	760	1778	1374	1656
Shoc2	6927	6566	6210	5846	1998	3571	5571	4227	5502
Adra2a	10431	11707	9479	11202	3915	6453	12228	8933	11117
Gpam	1439	1416	1406	1231	447	807	1399	1231	1574
Tectb	0	0	1	2	23	0	6	10	0
Mir6715	0	0	0	0	3	0	0	0	0
Gucy2g	23	7	22	13	82	42	132	63	105
Acsl5	6441	6583	6548	7096	2566	4227	9422	7721	9415
Zdhhc6	3617	2949	3095	3279	1025	1666	4305	3496	4098
Vti1a	1600	1598	1479	1438	553	945	1768	1485	1787
4930552P12Rik	0	0	0	0	30	19	11	0	0
Tcf7l2	0	3	3	13	56	74	21	0	8
Habp2	0	2	0	0	35	36	10	0	0
Nrap	4	7	5	15	116	69	19	3	14
Casp7	648	602	539	429	170	181	508	435	547
Plekhs1	9	1	3	4	15	20	1	0	0
Dclre1a	971	887	1009	1149	440	714	1489	1235	1374
Nhlrc2	1819	1726	1784	2241	720	1251	2282	1966	2072
Adrb1	0	0	0	0	39	10	16	0	5
Ccdc186	1543	1305	1439	2167	742	985	2989	2641	3009
Tdrd1	11	4	4	21	63	52	17	7	7
Vwa2	5	2	4	6	63	45	12	0	2
Afap1l2	6	2	3	5	77	72	21	16	21
Ablim1	73	87	115	36	141	54	46	35	103
4930449E18Rik	0	0	0	0	4	0	0	0	0
B230217O12Rik	66	38	47	79	36	107	127	92	102
Fam160b1	2621	2266	2630	2165	759	1388	2600	1950	2396
Trub1	858	638	744	802	282	465	1177	892	911
6720468P15Rik	0	0	0	0	25	0	9	0	3
Atrnl1	3277	3039	3149	2199	761	1446	2799	2105	2731
Mir5623	2	0	6	0	4	0	0	0	2
Gfra1	44	40	48	42	56	18	25	2	10
Gm10007	0	0	0	2	13	0	0	0	0
Ccdc172	0	0	1	0	17	22	0	0	0
1810007D17Rik	0	0	0	0	6	12	0	0	0
Pnlip	0	0	0	0	15	14	1	0	0
1810018F18Rik	0	0	0	3	9	0	0	0	0
Pnliprp1	0	0	2	0	28	12	8	0	0
Pnliprp2	5	0	2	4	29	22	16	15	2
1700019N19Rik	0	8	3	3	17	0	0	0	0
Hspa12a	8371	8368	8936	4306	1354	2701	2688	1902	2684
Mir3086	0	0	0	0	1	0	0	0	0
Eno4	12	25	20	23	38	12	11	15	21
Shtn1	667	561	593	721	243	253	751	589	791
Vax1	0	2	4	0	32	0	5	0	0
Kcnk18	0	0	0	1	22	20	5	0	0
Slc18a2	1	1	2	7	22	33	5	1	0
Pdzd8	13685	13855	13101	12617	4270	7139	14164	11100	14312
Emx2os	0	0	4	1	40	0	7	11	0
Emx2	0	0	0	1	34	0	2	0	0
2700089I24Rik	1	0	3	0	8	3	42	51	16
Rab11fip2	2693	2853	2626	2719	918	1453	3423	2646	3486
E330013P04Rik	0	2	0	1	19	1	0	4	0
Fam204a	798	950	853	800	375	513	1035	976	1286
Prlhr	3	3	1	2	19	0	11	9	4
Cacul1	6099	5850	5921	5908	1911	3615	6341	4985	6788
Nanos1	1730	1818	1601	1468	520	860	1391	975	1323
Eif3a	16808	12771	15367	24187	7123	13363	27840	23341	27002
Fam45a	1583	1432	1432	1771	570	1336	2195	1837	2165
Sfxn4	198	104	199	136	84	84	211	141	169
Prdx3	1740	1948	1872	1375	534	997	2028	1826	2199
Grk5	1625	1379	1428	1021	413	630	674	720	759
Zfp950	2513	1140	1891	1885	588	912	3121	1859	1712
Gm7102	0	3	2	4	10	24	0	0	0
Csf2ra	991	475	755	824	301	444	1538	915	881
LOC100041034	0	0	0	0	0	0	0	0	0
LOC664787	0	0	0	0	0	0	0	0	0
Csprs	0	0	0	0	0	0	0	0	0
Fam171a1	1341	1391	1353	816	277	604	1044	900	1131
Nmt2	18754	16536	16667	18958	5388	10374	10304	8526	10522
Rpp38	112	75	96	103	62	111	167	142	200
Acbd7	51	48	61	48	16	58	41	5	9
Olah	2	0	0	0	6	0	0	0	0
Meig1	40	29	44	13	18	27	9	22	12
Dclre1c	770	494	645	786	254	414	946	602	584
Suv39h2	632	507	532	721	259	349	434	322	480
Hspa14	3023	2548	2586	3405	1000	2009	3052	2395	2776
Cdnf	3	11	7	25	22	66	26	32	28
Mir466b-2	0	0	0	0	0	0	0	0	0
Fam107b	21	17	16	22	39	0	34	32	31
1700080N15Rik	0	0	0	0	3	0	0	0	0
Frmd4a	3613	3357	3403	2800	975	1539	2415	1899	2301
Prpf18	2193	2257	2174	2552	837	1323	2584	1966	2675
Bend7	630	563	530	964	252	393	860	650	760
Sephs1	3415	3176	3007	2743	890	1257	3085	2521	3058
Phyh	2563	2597	2461	1667	686	998	2204	1987	2412
Ucma	0	2	1	1	23	0	0	0	0
Mcm10	1101	792	912	1210	455	813	896	798	996
Optn	921	738	787	866	338	456	1149	938	1213
Ccdc3	0	0	2	13	27	16	17	0	19
Camk1d	95	76	66	86	91	109	443	399	456
Mir466d	0	3	0	0	3	0	0	0	0
Cdc123	2643	2947	2764	2491	903	1774	3256	2829	3442
Nudt5	1720	1749	1694	1311	482	1034	1647	1318	1804
Sec61a2	1669	1474	1558	1555	474	869	1660	1177	1419
Dhtkd1	165	184	187	160	89	132	253	236	134
Upf2	2065	1805	1754	3277	987	1774	2557	2216	2593
Proser2	3	6	1	8	39	23	7	6	0
Gm10857	0	0	0	2	18	12	7	0	1
Echdc3	44	23	52	42	27	26	58	37	30
A230108P19Rik	0	0	0	5	13	0	4	0	0
Usp6nl	2211	2025	2025	2996	984	1912	2969	2544	2920
Celf2	7329	6948	7179	4770	1608	2907	5469	3712	5353
5031426D15Rik	3	1	1	2	7	1	7	0	1
1700061F12Rik	0	0	0	0	2	0	0	0	0
Gata3	10	2	4	6	40	0	9	22	4
4930412O13Rik	5	0	2	3	54	1	4	0	0
9230102O04Rik	0	0	4	1	26	0	1	0	0
Taf3	1345	1270	1259	1326	500	710	1464	1123	1600
Atp5c1	6013	6745	5908	4205	1658	2645	4974	4142	5132
Kin	632	667	743	852	233	571	820	609	901
Itih2	0	4	4	3	42	38	2	0	5
